Drug1,Drug2,Cell line,ZIP,Bliss,Loewe,HSA,classification,combination_id,chemical_1,chemical_2,z_score_sum,min_max_score_sum,degree_centrality_1,degree_centrality_2,clustering_1,clustering_2,pagerank_1,pagerank_2,closeness_1,closeness_2,betweenness_1,betweenness_2
tretinoin,methoxsalen,BT-549,1.68,-2.07,-7.13,-6.93,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,CAKI-1,-7.33,-2.82,-7.94,-2.56,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,CCRF-CEM,7.12,6.09,5.16,4.06,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,COLO 205,-0.4,-2.01,-3.31,-4.27,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,DU-145,-0.22,-4.98,-6.67,-7.33,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,EKVX,-1.79,-0.03,-2.91,-1.07,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HCC-2998,2.12,-6.92,-7.59,-10.55,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HCT-15,3.44,6.2,1.58,-0.63,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HCT116,0.89,5.16,1.04,1.61,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HL-60(TB),-4.88,-9.23,-10.81,-8.68,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HOP-62,-0.13,-3.6,-8.78,-6.6,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HOP-92,0.96,-2.07,-3.63,-4.6,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HS 578T,-2.67,-0.45,-6.67,-1.83,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,HT29,-6.68,-6.17,-3.77,-3.77,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,IGROV1,0.38,-0.68,-1.48,-1.57,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,K-562,-6.55,-3.69,0.24,-0.26,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,KM12,2.55,2.17,-1.74,-2.66,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,LOX IMVI,6.32,5.75,-0.17,-4.03,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,M14,0.67,-0.01,-3.32,-4.34,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,MALME-3M,-7.06,-3.33,-7.89,-3.81,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,MCF7,0.43,3.85,-2.83,3.59,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,MDA-MB-231,12.41,5.69,-3.88,-3.88,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,MDA-MB-435,-0.59,-0.19,-3.15,-3.15,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,MDA-MB-468,4.16,1.12,-1.26,-0.61,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,MOLT-4,7.22,8.23,7.15,7.02,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,NCI-H226,0.69,0.48,0.84,-1.12,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,NCI-H322M,-0.86,-1.43,-2.25,-2.25,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,NCI-H460,1.51,-0.91,-3.11,-3.87,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,NCI-H522,-1.18,-0.01,0.11,0.28,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,NCIH23,1.95,-4.29,-3.81,-3.49,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,NCI\\/ADR-RES,3.16,3.5,-0.26,-1.29,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,OVCAR-4,0.79,2.01,0.28,0.41,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,OVCAR-5,-1.02,-0.19,0.25,0.11,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,OVCAR-8,0.1,-2.75,-3.71,-3.49,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,PC-3,2.97,1.59,-0.21,-2.28,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,RPMI-8226,0.64,-1.99,-23.04,-5.54,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,RXF 393,0.89,1.23,-0.62,-1.41,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SF-268,-0.31,-0.57,-1.86,-1.86,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SF-295,1.23,0.47,-2.14,-2.57,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SF-539,0.3,6.81,-4.81,3.18,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SK-MEL-28,1.01,0.42,-2.3,-2.32,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SK-MEL-5,0.3,-0.29,-0.79,-1.58,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SK-OV-3,0.39,1.85,-3.31,-0.99,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SN12C,-2.12,5.22,-1.06,0.69,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SNB-19,3.77,3.03,-2.69,-2.88,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SNB-75,-0.4,1.02,-12.32,-2.07,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SR,-0.83,-2.47,-13.97,-4.17,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,SW-620,3.65,0.46,-3.48,-5.46,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,T-47D,-4.31,-0.47,-1.74,-0.85,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,TK-10,-1.62,0.76,-3.33,-1.33,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,U251,5.05,10.02,1.22,1.22,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,UACC-257,-3.18,0.28,-2.52,0.75,antagonism,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,UACC62,-3.88,0.39,2.07,2.07,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,methoxsalen,UO-31,2.88,3.32,0.99,-0.16,synergy,methoxsale_tretinoin,CIDs00444795,CIDs00004114,0.5674832936939472,0.0396496184823923,0.671993911719939,0.14383561643835616,0.1591898367501021,0.7813238770685579,0.007076616394012023,0.001187885527373602,0.752442874290655,0.5336061279592792,0.03544931585882974,8.508231791305434e-05
tretinoin,quinacrine hydrochloride,786-0,-0.8,-0.27,-26.08,-7.04,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,A498,-3.15,-1.57,-16.31,-8.29,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,A549,-6.47,-3.05,-3.77,-1.82,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,ACHN,-2.38,-1.75,-1.06,-0.9,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,BT-549,-0.62,-0.36,-13.09,-6.71,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,CCRF-CEM,-9.23,-4.52,-8.38,-3.19,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,COLO 205,-8.2,-3.61,-19.42,-4.63,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,DU-145,-4.66,0.87,-10.89,-3.12,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,EKVX,-6.65,-2.83,-7.36,-2.62,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,HCT-15,2.51,4.15,-15.32,-2.09,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,HL-60(TB),-4.06,-7.85,-6.98,-4.34,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,HOP-92,-5.5,-3.71,-13.85,-2.25,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,HS 578T,-5.89,-2.5,-2.31,-1.68,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,HT29,-9.32,-2.28,-1.69,-1.63,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,IGROV1,1.25,-0.31,-2.28,-2.48,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,KM12,-7.62,-5.98,-18.44,-4.48,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,M14,-3.27,-2.47,-14.67,-4.52,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,MALME-3M,-1.63,2.24,0.27,1.77,synergy,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,MCF7,-9.57,-5.19,-3.35,-2.99,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,MDA-MB-231,-3.2,2.54,-4.25,-0.44,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,MDA-MB-435,-1.36,-3.87,-17.43,-5.29,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
tretinoin,quinacrine hydrochloride,MDA-MB-468,-5.81,-1.38,-9.07,-1.07,antagonism,quinacrine_tretinoin,CIDs00444795,CIDs00000237,-0.3593624765111891,0.024002163825027,0.671993911719939,0.0806697108066971,0.1591898367501021,0.9651392632524708,0.007076616394012023,0.0007238520894187956,0.752442874290655,0.5153434477340796,0.03544931585882974,2.0196032153100814e-06
